president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,All polls,10/8/2022,7/17/2022,7/20/2022,American Research Group,C+,1100,a,1.1012644,0,36,58,35.169399,58.9547,"","",https://americanresearchgroup.com/economy/,79421,158236,7/21/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/17/2022,7/23/2022,Morning Consult,B,45000,a,.13641548,0,38,55,37.298085,57.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79493,158839,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/19/2022,7/21/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20979026,0,37,61,37.947724,56.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79432,158311,7/22/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/19/2022,7/20/2022,Emerson College,A-,1078,rv,1.6614558,0,39.9,53.1,40.024355,54.520205,"","",https://emersoncollegepolling.com/midterm-ballot-tightens-as-abortion-access-motivates-voters-plurality-of-voters-disapprove-of-bidens-handling-of-brittney-griner-detainment/,79429,158288,7/22/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/19/2022,7/20/2022,Morning Consult,B,2210,a,.04689661,0,39,55,38.298085,57.805168,"","",https://morningconsult.com/2022/07/28/child-care-tax-credits-roe-wade/,79505,158881,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/18/2022,7/24/2022,Morning Consult,B,45000,a,.13545643,0,39,55,38.298085,57.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79494,158840,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/20/2022,7/24/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12551454,0,39,59,39.947724,54.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79441,158655,7/25/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/19/2022,7/25/2022,Morning Consult,B,45000,a,.13425955,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79495,158841,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/21/2022,7/24/2022,McLaughlin & Associates,C/D,1000,lv,.76452623,0,39.3,59.7,38.284423,58.380817,"","",https://centerforsecuritypolicy.org/attention-candidates-new-poll-shows-china-is-a-voting-issue/,79476,158816,7/27/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/20/2022,7/26/2022,Morning Consult,B,45000,a,.13284497,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79496,158842,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/22/2022,7/24/2022,Morning Consult,B,2006,rv,.04145353,0,37,59,36.298085,61.805168,"","",https://morningconsult.com/2022/07/25/survey-voters-want-congress-to-protect-same-sex-marriage-nationwide/,79445,158661,7/25/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/21/2022,7/25/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37417564,0,41,57,41.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79447,158669,7/26/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/22/2022,7/24/2022,NewsNation,"",1000,rv,.83863416,0,42.83,57.17,41.378276,55.766201,"","",https://www.newsnationnow.com/polls/report-newsnation-surveys-economy-crime-2024-race/,79498,158857,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/23/2022,7/24/2022,The Winston Group,A/B,1000,rv,1.5907475,0,36,54,35.594543,56.602028,"","",https://www.winningtheissues.org/wp-content/uploads/2022/07/Winning-the-Issues-July-2022-National-Survey.pdf,79467,158750,7/26/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/22/2022,7/25/2022,Suffolk University,B+,1000,rv,1.5628273,0,39,55.6,40.307351,53.73863,"","",https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/7_28_2022_embargoed_marginals.pdf?la=en&hash=4F682989707021DD87FA56D227603197F8E43228,79497,158843,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/23/2022,7/24/2022,Léger,B/C,1005,a,.88368439,0,41,56,40.520647,55.296979,"","",https://leger360.com/surveys/joe-biden-and-kamala-harris-approval-ratings-july-28-2022/,79510,158889,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/21/2022,7/27/2022,Morning Consult,B,45000,a,.13163864,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79612,159229,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/22/2022,7/28/2022,Morning Consult,B,45000,a,.1303254,0,39,55,38.298085,57.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79613,159230,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/23/2022,7/26/2022,YouGov,B+,1500,a,.80200138,0,38,54,38.940779,54.927138,"","",https://today.yougov.com/topics/politics/articles-reports/2022/08/18/joe-biden-and-congress-job-approval-bumps,79474,158765,7/27/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/24/2022,7/26/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20722347,0,43,55,43.947724,50.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79473,158764,7/27/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/23/2022,7/29/2022,Morning Consult,B,45000,a,.12893992,0,39,55,38.298085,57.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79614,159231,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/25/2022,7/26/2022,Ipsos,B-,1004,a,.67706736,0,36.6,58.35,35.772268,59.098498,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,79466,158741,7/26/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/25/2022,7/27/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20765237,0,45,53,45.947724,48.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79499,158861,7/28/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/24/2022,7/30/2022,Morning Consult,B,45000,a,.12733118,0,39,55,38.298085,57.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79615,159232,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/26/2022,7/28/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20789621,0,44,54,44.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79524,158951,7/29/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/28/2022,7/28/2022,Redfield & Wilton Strategies,B/C,1500,rv,1.080359,0,35,47,37.02165,52.822909,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-29-july-2022/,79593,159089,8/2/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/27/2022,7/28/2022,Harris Poll,B+,1885,rv,2.0278782,0,38,57,37.031083,57.19022,"","",https://harvardharrispoll.com/wp-content/uploads/2022/08/HHP_July2022_KeyResults.pdf,79587,159107,8/2/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/27/2022,7/29/2022,YouGov,B+,1743,rv,.8927705,0,42,58,42.940779,58.927138,"","",https://www.cbsnews.com/news/republicans-house-2022-midterm-elections-opinion-poll-2022-07-31/,79578,159035,7/31/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/25/2022,7/31/2022,Morning Consult,B,45000,a,.12533062,0,38,55,37.298085,57.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79616,159233,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/27/2022,7/29/2022,Big Village,B,1014,a,1.1337112,0,39.1,54.4,39.607815,55.857374,"","",https://engine-insights.com/blog/public-opinion-polling/,79581,159054,8/1/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/26/2022,8/1/2022,Morning Consult,B,45000,a,.12108842,0,38,55,37.298085,57.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79617,159234,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/27/2022,7/31/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12472304,0,44,54,44.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79583,159057,8/1/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/28/2022,8/1/2022,YouGov,B+,1557,a,.79493222,0,35,56,35.940779,56.927138,"","",https://news.yahoo.com/poll-americans-favor-manchin-schumer-climate-deal-by-wide-margins-183249029.html,79596,159108,8/2/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/28/2022,8/1/2022,Monmouth University,A,808,a,1.5292197,0,38,56,39.246684,55.882398,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_080322/,79607,159205,8/3/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/29/2022,7/31/2022,Morning Consult,B,2006,rv,.03603497,0,39,59,38.298085,61.805168,"","",https://assets.morningconsult.com/wp-uploads/2022/08/02220328/2207195_crosstabs_POLITICO_RVs_v2_08-03-22_SH.pdf,79600,159146,8/3/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/28/2022,8/1/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37215021,0,43,54,43.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79592,159084,8/2/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/28/2022,8/1/2022,Navigator Research,B/C,1007,rv,.83440476,0,41,57,39.897399,56.310053,"","",https://navigatorresearch.org/wp-content/uploads/2022/08/Navigator-Update-08.03.2022.pdf,79601,159147,8/3/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/27/2022,8/2/2022,Morning Consult,B,45000,a,.11548024,0,38,54,37.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79618,159235,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/30/2022,7/31/2022,Morning Consult,B,4420,a,.07498094,0,39,56,38.298085,58.805168,"","",https://morningconsult.com/2022/08/15/monkeypox-concern-impact-disease-spread/,79729,159530,8/15/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/28/2022,8/3/2022,Morning Consult,B,45000,a,.10905438,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79675,159420,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/31/2022,8/1/2022,InsiderAdvantage,B,800,lv,1.1830762,0,38,60,37.988266,58.49035,"","",https://amgreatness.com/2022/08/03/biden-has-38-percent-approval-in-new-insider-advantage-poll-61-percent-of-likely-voters-say-were-in-a-recession/,79608,159223,8/3/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/29/2022,8/4/2022,Morning Consult,B,45000,a,.10251167,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79676,159421,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/30/2022,8/2/2022,YouGov,B+,1500,a,.78535574,0,38,54,38.940779,54.927138,"","",https://docs.cdn.yougov.com/spjg4waawi/econtoplines.pdf,79599,159144,8/3/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/31/2022,8/2/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20638791,0,43,54,43.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79606,159202,8/3/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/1/2022,8/2/2022,Ipsos,B-,1004,a,.67938911,0,37.99,57.43,37.162268,58.178498,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,79602,159180,8/3/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/1/2022,8/3/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20700146,0,44,54,44.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79611,159228,8/4/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/30/2022,8/5/2022,Morning Consult,B,45000,a,.09566649,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79677,159422,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/2/2022,8/4/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20735107,0,43,55,43.947724,50.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79623,159253,8/5/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,7/31/2022,8/6/2022,Morning Consult,B,45000,a,.08875052,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79678,159423,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/2/2022,8/4/2022,TIPP Insights,A+,1335,a,2.4470403,0,39,53,39.421924,57.582341,"","",https://www.investors.com/politics/biden-approval-rating-hits-new-low-despite-democrats-winning-streak/,79629,159259,8/8/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/1/2022,8/7/2022,Morning Consult,B,45000,a,.08203599,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79679,159424,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/3/2022,8/7/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,45,54,45.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79627,159257,8/8/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/4/2022,8/6/2022,Zogby Analytics,B-,891,lv,1.0953378,0,42,54.2,39.620146,55.96396,*,"",https://zogbyanalytics.com/news/1165-new-zogby-polling-data-pres-vice-pres-job-approvals,79820,159797,8/23/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/2/2022,8/8/2022,Morning Consult,B,45000,a,.07575012,0,39,54,38.298085,56.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79680,159425,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/5/2022,8/7/2022,Léger,B/C,1002,a,.94895886,0,41,57,40.520647,56.296979,"","",https://projects.fivethirtyeight.com/polls/20220812_US_Leger.pdf,79674,159504,8/12/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/4/2022,8/8/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,44,55,44.947724,50.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79634,159269,8/9/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/5/2022,8/7/2022,Morning Consult,B,2005,rv,.02181793,0,39,59,38.298085,61.805168,"","",https://assets.morningconsult.com/wp-uploads/2022/08/09170742/2208040_crosstabs_POLITICO_RVs_v1_8-10-22HD.pdf,79652,159317,8/10/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/3/2022,8/9/2022,Morning Consult,B,45000,a,.06995417,0,40,53,39.298085,55.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79681,159426,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/5/2022,8/8/2022,The Bullfinch Group,"",1208,a,1.0744811,0,42,54,40.727832,55.147302,"","",https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q3-nationwide-survey,79644,159288,8/9/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/6/2022,8/7/2022,Morning Consult,B,2005,rv,.02018323,0,41,57,40.298085,59.805168,"","",https://morningconsult.com/2022/08/10/can-americans-find-taiwan-on-a-map/,79733,159538,8/15/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/4/2022,8/10/2022,Morning Consult,B,45000,a,.06471288,0,40,53,39.298085,55.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79764,159658,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/5/2022,8/11/2022,Morning Consult,B,45000,a,.24006689,0,40,53,39.298085,55.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79765,159659,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/6/2022,8/9/2022,Beacon Research/Shaw & Company Research,A,1002,rv,1.7715586,0,42,58,40.431689,57.170879,"","",https://static.foxnews.com/foxnews.com/content/uploads/2022/08/Fox_August-6-9-2022_National_Topline_August-11-Release.pdf,79717,159482,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/1/2022,8/14/2022,Pew Research Center,B/C,7647,a,3.0196461,0,37,60,36.822959,58.473994,"","",https://www.pewresearch.org/politics/2022/08/23/midterm-election-preferences-voter-engagement-views-of-campaign-issues/,79822,159822,8/23/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/7/2022,8/9/2022,YouGov,B+,1500,a,.93565825,0,38,55,38.940779,55.927138,"","",https://docs.cdn.yougov.com/k76960ps80/econtoplines.pdf,79661,159346,8/10/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/7/2022,8/9/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,45,54,45.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79651,159316,8/10/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/8/2022,8/10/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,45,54,45.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79692,159437,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/8/2022,8/9/2022,Ipsos,B-,1005,a,.68168547,0,39.62,54.69,38.792268,55.438498,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,79649,159304,8/9/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/6/2022,8/12/2022,Morning Consult,B,45000,a,.22526193,0,40,53,39.298085,55.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79766,159660,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/7/2022,8/13/2022,Morning Consult,B,45000,a,.21325043,0,41,53,40.298085,55.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79767,159661,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/9/2022,8/11/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,45,53,45.947724,48.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79718,159503,8/12/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/10/2022,8/10/2022,Morning Consult,B,2004,rv,.01661932,0,42,56,41.298085,58.805168,"","",https://morningconsult.com/2022/08/11/fbi-raid-increases-trumps-2024-primary-support/,79713,159467,8/11/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/9/2022,8/11/2022,Morning Consult,B,7973,lv,0,0,44,55,43.298085,57.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79939,160247,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/10/2022,8/12/2022,Big Village,B,1006,a,1.1324266,0,38.3,52.5,38.807815,53.957374,"","",https://engine-insights.com/blog/public-opinion-polling/,79732,159536,8/15/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/8/2022,8/14/2022,Morning Consult,B,45000,a,.20355224,0,41,53,40.298085,55.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79768,159662,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/10/2022,8/12/2022,Morning Consult,B,7973,lv,0,0,44,55,43.298085,57.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79940,160248,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/1/2022,8/23/2022,Gallup,B+,1006,a,1.5031438,0,44,53,43.849744,52.049218,"","",https://news.gallup.com/poll/398117/biden-job-rating-rises-highest-year.aspx,79853,159973,8/25/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/9/2022,8/15/2022,Morning Consult,B,45000,a,.19542486,0,41,52,40.298085,54.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79769,159663,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/10/2022,8/14/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,44,54,44.947724,49.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79734,159554,8/15/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/11/2022,8/13/2022,Morning Consult,B,7973,lv,0,0,44,54,43.298085,56.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79941,160249,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/12/2022,8/14/2022,Morning Consult,B,2005,rv,.01471466,0,42,56,41.298085,58.805168,"","",https://assets.morningconsult.com/wp-uploads/2022/08/16155007/2208087_crosstabs_POLITICO_RVs_v1_8-17-22_SH.pdf,79749,159585,8/17/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/12/2022,8/14/2022,Morning Consult,B,7973,lv,0,0,44,54,43.298085,56.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79942,160250,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/11/2022,8/15/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,43,55,43.947724,50.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79743,159577,8/16/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/11/2022,8/14/2022,Navigator Research,B/C,1000,rv,.84094166,0,42,56,40.897399,55.310053,"","",https://navigatorresearch.org/three-in-five-americans-and-independents-are-pro-choice-following-the-recent-referendum-in-kansas/,79815,159780,8/23/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/10/2022,8/16/2022,Morning Consult,B,45000,a,.18871675,0,41,52,40.298085,54.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79770,159664,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/12/2022,8/16/2022,Hart Research Associates/Public Opinion Strategies,B+,1000,rv,1.434338,0,42,55,42.711765,54.586519,"","",https://www.nbcnews.com/meet-the-press/first-read/nbc-news-poll-57-voters-say-investigations-trump-continue-rcna43989,79806,159760,8/21/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/11/2022,8/17/2022,Morning Consult,B,45000,a,.18332499,0,41,52,40.298085,54.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79840,159955,8/25/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/13/2022,8/15/2022,Morning Consult,B,7973,lv,0,0,44,54,43.298085,56.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79943,160251,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/13/2022,8/16/2022,YouGov,B+,1500,a,.86006752,0,41.88,50.23,42.820779,51.157138,"","",https://today.yougov.com/topics/politics/articles-reports/2022/08/17/politics-elections-economist-yougov-poll-august-13,79757,159615,8/17/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/12/2022,8/18/2022,Morning Consult,B,45000,a,.17892258,0,41,52,40.298085,54.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79841,159956,8/25/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/14/2022,8/16/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,42,57,42.947724,52.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79750,159602,8/17/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/14/2022,8/16/2022,Morning Consult,B,7973,lv,0,0,44,54,43.298085,56.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79944,160252,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/15/2022,8/17/2022,Morning Consult,B,7973,lv,0,0,44,55,43.298085,57.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79945,160253,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/1/2022,8/31/2022,SurveyMonkey,C,43725,a,1.6006078,0,41,57,40.511285,55.044229,"","",https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80793,162064,9/24/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/13/2022,8/19/2022,Morning Consult,B,45000,a,.17538922,0,42,52,41.298085,54.805168,"",T,https://morningconsult.com/form/global-leader-approval/,79842,159957,8/25/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/15/2022,8/16/2022,Ipsos,B-,1005,a,.68160902,0,38.44,57.02,37.612268,57.768498,"","",https://www.ipsos.com/en-us/news-polls/ipsos-core-political-survey-presidential-approval-tracker-08172022,79761,159644,8/17/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/15/2022,8/17/2022,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,43,55,43.947724,50.33396,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,79774,159696,8/18/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/16/2022,8/18/2022,Morning Consult,B,7973,lv,0,0,44,55,43.298085,57.805168,"",T,https://morningconsult.com/2022-midterm-elections-tracker/,79946,160254,9/6/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/17/2022,8/17/2022,Redfield & Wilton Strategies,B/C,1500,rv,.9763579,0,39,44,41.02165,49.822909,"","",https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-17-august-2022/?utm_source=rss&utm_medium=rss&utm_campaign=joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-17-august-2022,79794,159726,8/19/2022,10:42:34  8 Oct 2022
Joe Biden,All polls,10/8/2022,8/16/2022,8/17/2022,Morning Consult,B,2210,a,.01484021,0,43,52,42.298085,54.805168,"","",https://morningconsult.com/2022/09/22/heat-waves-droughts-climate-change-natural-disasters-data/,80744,161869,9/22/2022,10:42:34  8 Oct 2022
