"","Count","FIPS Code","state","Year","Month","Population","LaborForce","LaborForce_prct","Employed","Employed_prct","Unemployed","Unemployed_prct","ElectionYear","st_cd_fips","party","winner_party","president_party","Uncontested","CandidateName","Status","pv2p","party_wins","party_support","MidtermYear","term","prev","Unc_prev","approval_cent","same_party"
"2734",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1805","R","R","D",0,"Brooks, Susan","Challenger",60.82,1,44.4736842105263,0,0,70.99,0,-0.126315789473686,0
"2735",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1806","R","R","D",0,"Messer, Luke","Challenger",62.71,1,44.4736842105263,0,0,68.99,0,-0.126315789473686,0
"2736",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1807","R","D","D",0,"May, Carlos","Challenger",37.15,0,44.4736842105263,0,0,39.1,0,-0.126315789473686,0
"2737",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1808","R","R","D",0,"Bucshon, Larry D.","Incumbent",55.33,1,44.4736842105263,0,5,60.59,0,-0.126315789473686,0
"2738",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1809","R","R","D",0,"Young, Todd","Incumbent",55.45,1,44.4736842105263,0,3,55.32,0,-0.126315789473686,0
"2739",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1801","D","D","D",0,"Visclosky, Peter J.","Incumbent",67.28,1,44.6052631578947,0,7,60.25,0,0.00526315789473841,1
"2740",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1802","D","R","D",0,"Mullen, Brendan","Challenger",49.26,0,44.6052631578947,0,0,50.7,0,0.00526315789473841,1
"2741",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1803","D","R","D",0,"Boyd, Kevin","Challenger",32.96,0,44.6052631578947,0,0,34.53,0,0.00526315789473841,1
"2742",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1804","D","R","D",0,"Nelson, Tara E.","Challenger",35.54,0,44.6052631578947,0,0,27.71,0,0.00526315789473841,1
"2743",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1805","D","R","D",0,"Reske, Scott","Challenger",39.18,0,44.6052631578947,0,0,29.01,0,0.00526315789473841,1
"2744",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1806","D","R","D",0,"Bookout, Brad","Challenger",37.29,0,44.6052631578947,0,0,31.01,0,0.00526315789473841,1
"2745",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1807","D","D","D",0,"Carson, Andre D.","Incumbent",62.85,1,44.6052631578947,0,6,60.9,0,0.00526315789473841,1
"2746",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1808","D","R","D",0,"Crooks, Dave","Challenger",44.67,0,44.6052631578947,0,0,39.41,0,0.00526315789473841,1
"2747",23389,18,"Indiana",2012,10,5041728,3172520,62.9,2908732,57.7,263788,8.3,1,"1809","D","R","D",0,"Yoder, Shelli","Challenger",44.55,0,44.6052631578947,0,0,44.68,0,0.00526315789473841,1
"2748",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1902","R","D","D",0,"Archer, John","Challenger",43.33,0,44.4736842105263,0,0,47.38,0,-0.126315789473686,0
"2749",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1904","R","R","D",0,"King, Steve","Incumbent",54.14,1,44.4736842105263,0,7,67.25,0,-0.126315789473686,0
"2750",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1901","R","D","D",0,"Lange, Benjamin M.","Challenger",42.21,0,44.4736842105263,0,0,48.97,0,-0.126315789473686,0
"2751",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1903","R","R","D",0,"Latham, Tom","Incumbent",54.5,1,44.4736842105263,0,4,47.82,0,-0.126315789473686,0
"2752",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1902","D","D","D",0,"Loebsack, David","Incumbent",56.67,1,44.6052631578947,0,7,52.62,0,0.00526315789473841,1
"2753",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1904","D","R","D",0,"Vilsack, Christie","Challenger",45.86,0,44.6052631578947,0,0,32.75,0,0.00526315789473841,1
"2754",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1901","D","D","D",0,"Braley, Bruce","Incumbent",57.79,1,44.6052631578947,0,4,51.03,0,0.00526315789473841,1
"2755",23390,19,"Iowa",2012,10,2394089,1653077,69,1570981,65.6,82096,5,1,"1903","D","R","D",0,"Boswell, Leonard L.","Challenger",45.5,0,44.6052631578947,0,0,52.18,0,0.00526315789473841,1
"2756",23391,20,"Kansas",2012,10,2177224,1487079,68.3,1403867,64.5,83212,5.6,1,"2001","R","R","D",1,"Huelskamp, Tim","Incumbent",100,1,44.4736842105263,0,3,76.35,0,-0.126315789473686,0
"2757",23391,20,"Kansas",2012,10,2177224,1487079,68.3,1403867,64.5,83212,5.6,1,"2002","R","R","D",0,"Jenkins, Lynn","Incumbent",59.55,1,44.4736842105263,0,5,66.13,0,-0.126315789473686,0
"2758",23391,20,"Kansas",2012,10,2177224,1487079,68.3,1403867,64.5,83212,5.6,1,"2003","R","R","D",1,"Yoder, Kevin","Incumbent",100,1,44.4736842105263,0,5,60.17,0,-0.126315789473686,0
"2759",23391,20,"Kansas",2012,10,2177224,1487079,68.3,1403867,64.5,83212,5.6,1,"2004","R","R","D",0,"Pompeo, Mike","Incumbent",66.33,1,44.4736842105263,0,4,61.73,0,-0.126315789473686,0
"2760",23391,20,"Kansas",2012,10,2177224,1487079,68.3,1403867,64.5,83212,5.6,1,"2002","D","R","D",0,"Schlingensiepen, Tobias","Challenger",40.45,0,44.6052631578947,0,0,33.87,0,0.00526315789473841,1
"2761",23391,20,"Kansas",2012,10,2177224,1487079,68.3,1403867,64.5,83212,5.6,1,"2004","D","R","D",0,"Tillman, Robert","Challenger",33.67,0,44.6052631578947,0,0,38.27,0,0.00526315789473841,1
"2762",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2101","R","R","D",0,"Whitfield, Edward","Incumbent",69.63,1,44.4736842105263,0,5,71.25,0,-0.126315789473686,0
"2763",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2102","R","R","D",0,"Guthrie, Brett","Incumbent",66.97,1,44.4736842105263,0,6,67.89,0,-0.126315789473686,0
"2764",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2103","R","D","D",0,"Wicker, Brooks","Challenger",35.07,0,44.4736842105263,0,0,44.59,0,-0.126315789473686,0
"2765",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2104","R","R","D",0,"Massie, Thomas","Incumbent",63.98,1,44.4736842105263,0,4,69.48,0,-0.126315789473686,0
"2766",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2105","R","R","D",0,"Rogers, Harold","Incumbent",77.9,1,44.4736842105263,0,7,77.42,0,-0.126315789473686,0
"2767",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2106","R","R","D",0,"Barr, Garland","Challenger",52,1,44.4736842105263,0,0,49.86,0,-0.126315789473686,0
"2768",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2101","D","R","D",0,"Hatchett, Charles Kendall","Challenger",30.37,0,44.6052631578947,0,0,28.75,0,0.00526315789473841,1
"2769",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2102","D","R","D",0,"Williams, David Lynn","Challenger",33.03,0,44.6052631578947,0,0,32.11,0,0.00526315789473841,1
"2770",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2103","D","D","D",0,"Yarmuth, John","Incumbent",64.93,1,44.6052631578947,0,7,55.41,0,0.00526315789473841,1
"2771",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2104","D","R","D",0,"Adkins, William R.","Challenger",36.02,0,44.6052631578947,0,0,30.52,0,0.00526315789473841,1
"2772",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2105","D","R","D",0,"Stepp, Kenneth","Challenger",22.1,0,44.6052631578947,0,0,22.58,0,0.00526315789473841,1
"2773",23392,21,"Kentucky",2012,10,3394813,2069503,61,1901055,56,168448,8.1,1,"2106","D","R","D",0,"Chandler, Ben","Incumbent",48,0,44.6052631578947,0,4,50.14,0,0.00526315789473841,1
"2774",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2201","R","R","D",0,"Scalise, Steve","Incumbent",75.82,1,44.4736842105263,0,6,80.36,0,-0.126315789473686,0
"2775",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2202","R","D","D",0,"Bailey, Dwayne","Challenger",19.67,0,44.4736842105263,0,0,34.13,0,-0.126315789473686,0
"2776",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2203","R","R","D",0,"Boustany, Charles W. Jr.","Challenger",67.47,1,44.4736842105263,0,0,63.77,0,-0.126315789473686,0
"2777",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2203","R","R","D",1,"Boustany, Charles W. Jr.","Challenger",100,1,44.4736842105263,0,0,67.47,0,-0.126315789473686,0
"2778",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2204","R","R","D",1,"Fleming, John","Incumbent",100,1,44.4736842105263,0,4,65.83,0,-0.126315789473686,0
"2779",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2205","R","R","D",1,"Alexander, Rodney","Incumbent",100,1,44.4736842105263,0,4,100,1,-0.126315789473686,0
"2780",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2206","R","R","D",1,"Cassidy, Bill","Incumbent",100,1,44.4736842105263,0,3,65.63,0,-0.126315789473686,0
"2781",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2201","D","R","D",0,"Mendoza, M.V. Vinny","Challenger",24.18,0,44.6052631578947,0,0,19.64,0,0.00526315789473841,1
"2782",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2202","D","D","D",0,"Richmond, Cedric","Incumbent",80.33,1,44.6052631578947,0,5,65.87,0,0.00526315789473841,1
"2783",23393,22,"Louisiana",2012,10,3509099,2085197,59.4,1945682,55.4,139515,6.7,1,"2203","D","R","D",0,"Richard, Ron","Challenger",32.53,0,44.6052631578947,0,0,36.23,0,0.00526315789473841,1
"2784",23394,23,"Maine",2012,10,1083119,703508,65,652278,60.2,51230,7.3,1,"2301","R","D","D",0,"Courtney, Jonathan T.E.","Challenger",35.21,0,44.4736842105263,0,0,43.18,0,-0.126315789473686,0
"2785",23394,23,"Maine",2012,10,1083119,703508,65,652278,60.2,51230,7.3,1,"2302","R","D","D",0,"Raye, Kevin L.","Challenger",41.81,0,44.4736842105263,0,0,44.87,0,-0.126315789473686,0
"2786",23394,23,"Maine",2012,10,1083119,703508,65,652278,60.2,51230,7.3,1,"2301","D","D","D",0,"Pingree, Chellie","Incumbent",64.79,1,44.6052631578947,0,6,56.82,0,0.00526315789473841,1
"2787",23394,23,"Maine",2012,10,1083119,703508,65,652278,60.2,51230,7.3,1,"2302","D","D","D",0,"Michaud, Michael H.","Incumbent",58.19,1,44.6052631578947,0,4,55.13,0,0.00526315789473841,1
"2788",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2401","R","R","D",0,"Harris, Andy","Incumbent",69.77,1,44.4736842105263,0,6,56.3,0,-0.126315789473686,0
"2789",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2402","R","D","D",0,"Jacobs, Nancy C.","Challenger",32.17,0,44.4736842105263,0,0,34.14,0,-0.126315789473686,0
"2790",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2403","R","D","D",0,"Knowles, Eric Delano","Challenger",30.67,0,44.4736842105263,0,0,37.09,0,-0.126315789473686,0
"2791",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2404","R","D","D",0,"Loudon, Faith M.","Challenger",21.17,0,44.4736842105263,0,0,16.42,0,-0.126315789473686,0
"2792",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2405","R","D","D",0,"O'Donnell, Tony","Challenger",28.53,0,44.4736842105263,0,0,35.01,0,-0.126315789473686,0
"2793",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2406","R","D","D",0,"Bartlett, Roscoe G.","Incumbent",39.2,0,44.4736842105263,0,4,64.91,0,-0.126315789473686,0
"2794",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2407","R","D","D",0,"Mirabile, Frank C.","Challenger",21.39,0,44.4736842105263,0,0,23.3,0,-0.126315789473686,0
"2795",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2408","R","D","D",0,"Timmerman, Kenneth R.","Challenger",34.19,0,44.4736842105263,0,0,25.44,0,-0.126315789473686,0
"2796",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2401","D","R","D",0,"Rosen, Wendy","Challenger",30.23,0,44.6052631578947,0,0,43.7,0,0.00526315789473841,1
"2797",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2402","D","D","D",0,"Ruppersberger, C. A. Dutch","Incumbent",67.83,1,44.6052631578947,0,7,65.86,0,0.00526315789473841,1
"2798",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2403","D","D","D",0,"Sarbanes, John P.","Incumbent",69.33,1,44.6052631578947,0,7,62.91,0,0.00526315789473841,1
"2799",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2404","D","D","D",0,"Edwards, Donna","Incumbent",78.83,1,44.6052631578947,0,4,83.58,0,0.00526315789473841,1
"2800",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2405","D","D","D",0,"Hoyer, Steny H.","Incumbent",71.47,1,44.6052631578947,0,7,64.99,0,0.00526315789473841,1
"2801",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2406","D","D","D",0,"Delaney, John","Challenger",60.8,1,44.6052631578947,0,0,35.09,0,0.00526315789473841,1
"2802",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2407","D","D","D",0,"Cummings, Elijah E.","Incumbent",78.61,1,44.6052631578947,0,7,76.7,0,0.00526315789473841,1
"2803",23395,24,"Maryland",2012,10,4613343,3129327,67.8,2912948,63.1,216379,6.9,1,"2408","D","D","D",0,"Van Hollen, Chris Jr.","Incumbent",65.81,1,44.6052631578947,0,5,74.56,0,0.00526315789473841,1
"2804",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2503","R","D","D",0,"Golnik, Jonathan A.","Challenger",34.02,0,44.4736842105263,0,0,40.96,0,-0.126315789473686,0
"2805",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2504","R","D","D",0,"Bielat, Sean","Challenger",36.99,0,44.4736842105263,0,0,44.58,0,-0.126315789473686,0
"2806",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2505","R","D","D",0,"Tierney, Tom","Challenger",24.36,0,44.4736842105263,0,0,43.51,0,-0.126315789473686,0
"2807",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2506","R","D","D",0,"Tisei, Richard","Challenger",49.39,0,44.4736842105263,0,0,43.06,0,-0.126315789473686,0
"2808",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2508","R","D","D",0,"Selvaggi, Joe","Challenger",23.75,0,44.4736842105263,0,0,NA,NA,-0.126315789473686,0
"2809",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2509","R","D","D",0,"Sheldon, Christopher","Challenger",35.39,0,44.4736842105263,0,0,27.63,0,-0.126315789473686,0
"2810",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2501","D","D","D",1,"Neal, Richard E.","Incumbent",100,1,44.6052631578947,0,7,63.24,0,0.00526315789473841,1
"2811",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2502","D","D","D",1,"McGovern, James","Incumbent",100,1,44.6052631578947,0,7,57.37,0,0.00526315789473841,1
"2812",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2503","D","D","D",0,"Tsongas, Nicola S.","Incumbent",65.98,1,44.6052631578947,0,5,59.04,0,0.00526315789473841,1
"2813",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2504","D","D","D",0,"Kennedy, Joseph Patrick III","Challenger",63.01,1,44.6052631578947,0,0,55.42,0,0.00526315789473841,1
"2814",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2505","D","D","D",0,"Markey, Edward J.","Incumbent",75.64,1,44.6052631578947,0,4,56.49,0,0.00526315789473841,1
"2815",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2506","D","D","D",0,"Tierney, John F.","Incumbent",50.61,1,44.6052631578947,0,4,56.94,0,0.00526315789473841,1
"2816",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2507","D","D","D",1,"Capuano, Michael E.","Incumbent",100,1,44.6052631578947,0,6,66.48,0,0.00526315789473841,1
"2817",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2508","D","D","D",0,"Lynch, Stephen F.","Incumbent",76.25,1,44.6052631578947,0,7,100,1,0.00526315789473841,1
"2818",23396,25,"Massachusetts",2012,10,5368293,3501337,65.2,3266628,60.9,234709,6.7,1,"2509","D","D","D",0,"Keating, William Richard","Incumbent",64.61,1,44.6052631578947,0,5,72.37,0,0.00526315789473841,1
"2819",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2607","R","R","D",0,"Walberg, Timothy","Incumbent",55.35,1,44.4736842105263,0,6,48.79,0,-0.126315789473686,0
"2820",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2608","R","R","D",0,"Rogers, Mike","Incumbent",61.12,1,44.4736842105263,0,3,58.42,0,-0.126315789473686,0
"2821",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2610","R","R","D",0,"Miller, Candice S.","Incumbent",69.82,1,44.4736842105263,0,4,68.02,0,-0.126315789473686,0
"2822",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2612","R","D","D",0,"Kallgren, Cynthia","Challenger",29.89,0,44.4736842105263,0,0,24.88,0,-0.126315789473686,0
"2823",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2601","R","R","D",0,"Benishek, Dan","Incumbent",50.28,1,44.4736842105263,0,3,55.97,0,-0.126315789473686,0
"2824",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2603","R","R","D",0,"Amash, Justin","Incumbent",54.36,1,44.4736842105263,0,4,63.34,0,-0.126315789473686,0
"2825",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2605","R","D","D",0,"Slezak, Jim","Challenger",32.64,0,44.4736842105263,0,0,27.71,0,-0.126315789473686,0
"2826",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2606","R","R","D",0,"Upton, Fred","Incumbent",56.16,1,44.4736842105263,0,6,60.42,0,-0.126315789473686,0
"2827",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2602","R","R","D",0,"Huizenga, Bill","Incumbent",64.11,1,44.4736842105263,0,4,64.18,0,-0.126315789473686,0
"2828",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2604","R","R","D",0,"Camp, Dave","Incumbent",65.28,1,44.4736842105263,0,3,63.45,0,-0.126315789473686,0
"2829",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2609","R","D","D",0,"Volaric, Don","Challenger",35.46,0,44.4736842105263,0,0,45.01,0,-0.126315789473686,0
"2830",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2611","R","R","D",0,"Bentivolio, Kerry","Challenger",53.36,1,44.4736842105263,0,0,53.12,0,-0.126315789473686,0
"2831",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2613","R","D","D",0,"Sawicki, Harry","Challenger",14.14,0,44.4736842105263,0,0,20.47,0,-0.126315789473686,0
"2832",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2614","R","D","D",0,"Hauler, John","Challenger",15.97,0,44.4736842105263,0,0,14.7,0,-0.126315789473686,0
"2833",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2607","D","R","D",0,"Haskell, Kurt R.","Challenger",44.65,0,44.6052631578947,0,0,51.21,0,0.00526315789473841,1
"2834",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2608","D","R","D",0,"Enderle, Lance","Challenger",38.88,0,44.6052631578947,0,0,41.58,0,0.00526315789473841,1
"2835",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2610","D","R","D",0,"Stadler, Chuck","Challenger",30.18,0,44.6052631578947,0,0,31.98,0,0.00526315789473841,1
"2836",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2612","D","D","D",0,"Dingell, John D. Jr.","Incumbent",70.11,1,44.6052631578947,0,3,75.12,0,0.00526315789473841,1
"2837",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2601","D","R","D",0,"McDowell, Gary","Challenger",49.72,0,44.6052631578947,0,0,44.03,0,0.00526315789473841,1
"2838",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2603","D","R","D",0,"Pestka, Steve","Challenger",45.64,0,44.6052631578947,0,0,36.66,0,0.00526315789473841,1
"2839",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2605","D","D","D",0,"Kildee, Daniel","Challenger",67.36,1,44.6052631578947,0,0,72.29,0,0.00526315789473841,1
"2840",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2606","D","R","D",0,"O'Brien, Mike","Challenger",43.84,0,44.6052631578947,0,0,39.58,0,0.00526315789473841,1
"2841",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2602","D","R","D",0,"German, Willie Jr.","Challenger",35.89,0,44.6052631578947,0,0,35.82,0,0.00526315789473841,1
"2842",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2604","D","R","D",0,"Wirth, Debra Freidell","Challenger",34.72,0,44.6052631578947,0,0,36.55,0,0.00526315789473841,1
"2843",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2609","D","D","D",0,"Levin, Sander M.","Incumbent",64.54,1,44.6052631578947,0,5,54.99,0,0.00526315789473841,1
"2844",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2611","D","R","D",0,"Taj, Syed","Challenger",46.64,0,44.6052631578947,0,0,46.88,0,0.00526315789473841,1
"2845",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2613","D","D","D",0,"Conyers, John Jr.","Incumbent",85.86,1,44.6052631578947,0,5,79.53,0,0.00526315789473841,1
"2846",23397,26,"Michigan",2012,10,7803173,4684580,60,4261214,54.6,423366,9,1,"2614","D","D","D",0,"Peters, Gary C.","Incumbent",84.03,1,44.6052631578947,0,2,100,1,0.00526315789473841,1
"2847",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2701","R","D","D",0,"Quist, Allen","Challenger",42.39,0,44.4736842105263,0,0,47.17,0,-0.126315789473686,0
"2848",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2702","R","R","D",0,"Kline, John","Incumbent",54.09,1,44.4736842105263,0,5,63.37,0,-0.126315789473686,0
"2849",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2703","R","R","D",0,"Paulsen, Erik","Incumbent",58.16,1,44.4736842105263,0,6,61.66,0,-0.126315789473686,0
"2850",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2704","R","D","D",0,"Hernandez, Tony","Challenger",33.6,0,44.4736842105263,0,0,36.95,0,-0.126315789473686,0
"2851",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2705","R","D","D",0,"Fields, Chris","Challenger",25.3,0,44.4736842105263,0,0,26.29,0,-0.126315789473686,0
"2852",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2706","R","R","D",0,"Bachmann, Michele","Incumbent",50.61,1,44.4736842105263,0,4,56.89,0,-0.126315789473686,0
"2853",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2707","R","D","D",0,"Byberg, Lee","Challenger",36.59,0,44.4736842105263,0,0,40.52,0,-0.126315789473686,0
"2854",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2708","R","D","D",0,"Cravaack, Chip","Incumbent",45.54,0,44.4736842105263,0,2,50.84,0,-0.126315789473686,0
"2855",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2701","D","D","D",0,"Walz, Timothy J.","Incumbent",57.61,1,44.6052631578947,0,6,52.83,0,0.00526315789473841,1
"2856",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2702","D","R","D",0,"Obermueller, Mike","Challenger",45.91,0,44.6052631578947,0,0,36.63,0,0.00526315789473841,1
"2857",23398,27,"Minnesota",2012,10,4194839,2955833,70.5,2792315,66.6,163518,5.5,1,"2703","D","R","D",0,"Barnes, Brian","Challenger",41.84,0,44.6052631578947,0,0,38.34,0,0.00526315789473841,1
